name,experince,team_name,birth_day,player_id,season,team_name,lg_id,salary
Kyle Lowry,19 years,Toronto Raptors,1986-03-25,lowryky01,2012-13,Toronto Raptors,NBA,"$5,750,000"
Kyle Lowry,19 years,Toronto Raptors,1986-03-25,lowryky01,2013-14,Toronto Raptors,NBA,"$6,210,000"
Kyle Lowry,19 years,Toronto Raptors,1986-03-25,lowryky01,2014-15,Toronto Raptors,NBA,"$12,000,000"
Kyle Lowry,19 years,Toronto Raptors,1986-03-25,lowryky01,2015-16,Toronto Raptors,NBA,"$12,000,000"
Kyle Lowry,19 years,Toronto Raptors,1986-03-25,lowryky01,2016-17,Toronto Raptors,NBA,"$12,000,000"
Kyle Lowry,19 years,Toronto Raptors,1986-03-25,lowryky01,2017-18,Toronto Raptors,NBA,"$28,703,704"
Kyle Lowry,19 years,Toronto Raptors,1986-03-25,lowryky01,2018-19,Toronto Raptors,NBA,"$31,200,000"
Kyle Lowry,19 years,Toronto Raptors,1986-03-25,lowryky01,2019-20,Toronto Raptors,NBA,"$33,296,296"
Kyle Lowry,19 years,Toronto Raptors,1986-03-25,lowryky01,2020-21,Toronto Raptors,NBA,"$30,500,000"
Kyle Lowry,19 years,Miami Heat,1986-03-25,lowryky01,2021-22,Miami Heat,NBA,"$26,984,128"
Kyle Lowry,19 years,Miami Heat,1986-03-25,lowryky01,2022-23,Miami Heat,NBA,"$28,333,334"
Kyle Lowry,19 years,Charlotte Hornets,1986-03-25,lowryky01,2023-24,Charlotte Hornets,NBA,"$29,682,540"
Kyle Lowry,19 years,Philadelphia 76ers,1986-03-25,lowryky01,2023-24,Philadelphia 76ers,NBA,"$2,795,839"
Kyle Lowry,19 years,Philadelphia 76ers,1986-03-25,lowryky01,2024-25,Philadelphia 76ers,NBA,"$2,087,519"
Kyle Lowry,19 years,(may be incomplete),1986-03-25,lowryky01,Career,(may be incomplete),,"$278,341,277"
Caleb Martin,6 years,Charlotte Hornets,1995-09-28,martica02,2019-20,Charlotte Hornets,NBA,"$842,166"
Caleb Martin,6 years,Charlotte Hornets,1995-09-28,martica02,2020-21,Charlotte Hornets,NBA,"$1,517,981"
Caleb Martin,6 years,Miami Heat,1995-09-28,martica02,2021-22,Miami Heat,NBA,"$527,615 (TW)"
Caleb Martin,6 years,Miami Heat,1995-09-28,martica02,2022-23,Miami Heat,NBA,"$6,479,000"
Caleb Martin,6 years,Miami Heat,1995-09-28,martica02,2023-24,Miami Heat,NBA,"$6,802,950"
Caleb Martin,6 years,Dallas Mavericks,1995-09-28,martica02,2024-25,Dallas Mavericks,NBA,"$9,186,594"
Caleb Martin,6 years,(may be incomplete),1995-09-28,martica02,Career,(may be incomplete),,"$25,356,306"
KJ Martin,5 years,Houston Rockets,2001-01-06,martike04,2020-21,Houston Rockets,NBA,"$898,310"
KJ Martin,5 years,Houston Rockets,2001-01-06,martike04,2021-22,Houston Rockets,NBA,"$1,517,981"
KJ Martin,5 years,Houston Rockets,2001-01-06,martike04,2022-23,Houston Rockets,NBA,"$1,782,621"
KJ Martin,5 years,Philadelphia 76ers,2001-01-06,martike04,2023-24,Philadelphia 76ers,NBA,"$1,930,681"
KJ Martin,5 years,Utah Jazz,2001-01-06,martike04,2024-25,Utah Jazz,NBA,"$7,975,000"
KJ Martin,5 years,(may be incomplete),2001-01-06,martike04,Career,(may be incomplete),,"$14,104,593"
Tyrese Maxey,5 years,Philadelphia 76ers,2000-11-04,maxeyty01,2020-21,Philadelphia 76ers,NBA,"$2,478,840"
Tyrese Maxey,5 years,Philadelphia 76ers,2000-11-04,maxeyty01,2021-22,Philadelphia 76ers,NBA,"$2,602,920"
Tyrese Maxey,5 years,Philadelphia 76ers,2000-11-04,maxeyty01,2022-23,Philadelphia 76ers,NBA,"$2,726,880"
Tyrese Maxey,5 years,Philadelphia 76ers,2000-11-04,maxeyty01,2023-24,Philadelphia 76ers,NBA,"$4,343,920"
Tyrese Maxey,5 years,Philadelphia 76ers,2000-11-04,maxeyty01,2024-25,Philadelphia 76ers,NBA,"$35,147,000"
Tyrese Maxey,5 years,(may be incomplete),2000-11-04,maxeyty01,Career,(may be incomplete),,"$47,299,560"
Jared McCain,1 year,Philadelphia 76ers,2004-02-20,mccaija01,2024-25,Philadelphia 76ers,NBA,"$4,020,360"
Jared McCain,1 year,(may be incomplete),2004-02-20,mccaija01,Career,(may be incomplete),,"$4,020,360"
Isaiah Mobley,3 years,Cleveland Cavaliers,1999-09-24,mobleis01,2022-23,Cleveland Cavaliers,NBA,(TW)
Isaiah Mobley,3 years,Cleveland Cavaliers,1999-09-24,mobleis01,2023-24,Cleveland Cavaliers,NBA,(TW)
Isaiah Mobley,3 years,Philadelphia 76ers,1999-09-24,mobleis01,2024-25,Philadelphia 76ers,NBA,"$11,997"
Isaiah Mobley,3 years,(may be incomplete),1999-09-24,mobleis01,Career,(may be incomplete),,"$11,997"
Pete Nance,2 years,Cleveland Cavaliers,2000-02-19,nancepe01,2023-24,Cleveland Cavaliers,NBA,"$64,343"
Pete Nance,2 years,Cleveland Cavaliers,2000-02-19,nancepe01,2023-24,Cleveland Cavaliers,NBA,(TW)
Pete Nance,2 years,Milwaukee Bucks,2000-02-19,nancepe01,2024-25,Milwaukee Bucks,NBA,(TW)
Pete Nance,2 years,Philadelphia 76ers,2000-02-19,nancepe01,2024-25,Philadelphia 76ers,NBA,(TW)
Pete Nance,2 years,Philadelphia 76ers,2000-02-19,nancepe01,2024-25,Philadelphia 76ers,NBA,(TW)
Pete Nance,2 years,(may be incomplete),2000-02-19,nancepe01,Career,(may be incomplete),,"$64,343"
Chuma Okeke,5 years,Orlando Magic,1998-08-18,okekech01,2020-21,Orlando Magic,NBA,"$3,121,080"
Chuma Okeke,5 years,Orlando Magic,1998-08-18,okekech01,2021-22,Orlando Magic,NBA,"$3,277,080"
Chuma Okeke,5 years,Orlando Magic,1998-08-18,okekech01,2022-23,Orlando Magic,NBA,"$3,433,320"
Chuma Okeke,5 years,Orlando Magic,1998-08-18,okekech01,2023-24,Orlando Magic,NBA,"$5,266,713"
Chuma Okeke,5 years,Philadelphia 76ers,1998-08-18,okekech01,2024-25,Philadelphia 76ers,NBA,"$119,972"
Chuma Okeke,5 years,Philadelphia 76ers,1998-08-18,okekech01,2024-25,Philadelphia 76ers,NBA,"$119,972"
Chuma Okeke,5 years,Cleveland Cavaliers,1998-08-18,okekech01,2024-25,Cleveland Cavaliers,NBA,"$115,743"
Chuma Okeke,5 years,(may be incomplete),1998-08-18,okekech01,Career,(may be incomplete),,"$15,453,880"
Kelly Oubre Jr.,10 years,Washington Wizards,1995-12-09,oubreke01,2015-16,Washington Wizards,NBA,"$1,920,240"
Kelly Oubre Jr.,10 years,Washington Wizards,1995-12-09,oubreke01,2016-17,Washington Wizards,NBA,"$2,006,640"
Kelly Oubre Jr.,10 years,Washington Wizards,1995-12-09,oubreke01,2017-18,Washington Wizards,NBA,"$2,093,040"
Kelly Oubre Jr.,10 years,Phoenix Suns,1995-12-09,oubreke01,2018-19,Phoenix Suns,NBA,"$3,208,630"
Kelly Oubre Jr.,10 years,Phoenix Suns,1995-12-09,oubreke01,2019-20,Phoenix Suns,NBA,"$15,625,000"
Kelly Oubre Jr.,10 years,Golden State Warriors,1995-12-09,oubreke01,2020-21,Golden State Warriors,NBA,"$14,375,000"
Kelly Oubre Jr.,10 years,Charlotte Hornets,1995-12-09,oubreke01,2021-22,Charlotte Hornets,NBA,"$12,000,000"
Kelly Oubre Jr.,10 years,Charlotte Hornets,1995-12-09,oubreke01,2022-23,Charlotte Hornets,NBA,"$12,600,000"
Kelly Oubre Jr.,10 years,Philadelphia 76ers,1995-12-09,oubreke01,2023-24,Philadelphia 76ers,NBA,"$2,019,706"
Kelly Oubre Jr.,10 years,Philadelphia 76ers,1995-12-09,oubreke01,2024-25,Philadelphia 76ers,NBA,"$7,983,000"
Kelly Oubre Jr.,10 years,(may be incomplete),1995-12-09,oubreke01,Career,(may be incomplete),,"$73,831,256"
Lester Quiñones,3 years,Golden State Warriors,2000-11-16,quinole01,2022-23,Golden State Warriors,NBA,"$58,493"
Lester Quiñones,3 years,Golden State Warriors,2000-11-16,quinole01,2022-23,Golden State Warriors,NBA,(TW)
Lester Quiñones,3 years,Golden State Warriors,2000-11-16,quinole01,2022-23,Golden State Warriors,NBA,(TW)
Lester Quiñones,3 years,Golden State Warriors,2000-11-16,quinole01,2023-24,Golden State Warriors,NBA,"$548,815"
Lester Quiñones,3 years,Golden State Warriors,2000-11-16,quinole01,2023-24,Golden State Warriors,NBA,(TW)
Lester Quiñones,3 years,New Orleans Pelicans,2000-11-16,quinole01,2024-25,New Orleans Pelicans,NBA,(TW)
Lester Quiñones,3 years,Philadelphia 76ers,2000-11-16,quinole01,2024-25,Philadelphia 76ers,NBA,(TW)
Lester Quiñones,3 years,(may be incomplete),2000-11-16,quinole01,Career,(may be incomplete),,"$607,308"
Alex Reese,1 year,Philadelphia 76ers,1999-05-21,reeseal01,2024-25,Philadelphia 76ers,NBA,(TW)
Alex Reese,1 year,(may be incomplete),1999-05-21,reeseal01,Career,(may be incomplete),,
David Roddy,3 years,Memphis Grizzlies,2001-03-27,roddyda01,2022-23,Memphis Grizzlies,NBA,"$2,588,640"
David Roddy,3 years,Phoenix Suns,2001-03-27,roddyda01,2023-24,Phoenix Suns,NBA,"$2,718,240"
David Roddy,3 years,Atlanta Hawks,2001-03-27,roddyda01,2024-25,Atlanta Hawks,NBA,"$2,847,240"
David Roddy,3 years,Philadelphia 76ers,2001-03-27,roddyda01,2024-25,Philadelphia 76ers,NBA,"$119,972"
David Roddy,3 years,Houston Rockets,2001-03-27,roddyda01,2024-25,Houston Rockets,NBA,(TW)
David Roddy,3 years,Philadelphia 76ers,2001-03-27,roddyda01,2024-25,Philadelphia 76ers,NBA,(TW)
David Roddy,3 years,(may be incomplete),2001-03-27,roddyda01,Career,(may be incomplete),,"$8,274,092"
Lonnie Walker IV,7 years,San Antonio Spurs,1998-12-14,walkelo01,2018-19,San Antonio Spurs,NBA,"$2,357,160"
Lonnie Walker IV,7 years,San Antonio Spurs,1998-12-14,walkelo01,2019-20,San Antonio Spurs,NBA,"$2,760,480"
Lonnie Walker IV,7 years,San Antonio Spurs,1998-12-14,walkelo01,2020-21,San Antonio Spurs,NBA,"$2,892,000"
Lonnie Walker IV,7 years,San Antonio Spurs,1998-12-14,walkelo01,2021-22,San Antonio Spurs,NBA,"$4,447,896"
Lonnie Walker IV,7 years,Los Angeles Lakers,1998-12-14,walkelo01,2022-23,Los Angeles Lakers,NBA,"$6,479,000"
Lonnie Walker IV,7 years,Brooklyn Nets,1998-12-14,walkelo01,2023-24,Brooklyn Nets,NBA,"$2,019,706"
Lonnie Walker IV,7 years,Philadelphia 76ers,1998-12-14,walkelo01,2024-25,Philadelphia 76ers,NBA,"$780,932"
Lonnie Walker IV,7 years,(may be incomplete),1998-12-14,walkelo01,Career,(may be incomplete),,"$21,737,174"
Phillip Wheeler,1 year,Philadelphia 76ers,2002-04-23,wheelph02,2024-25,Philadelphia 76ers,NBA,"$66,503"
Phillip Wheeler,1 year,(may be incomplete),2002-04-23,wheelph02,Career,(may be incomplete),,"$66,503"
Guerschon Yabusele,3 years,Boston Celtics,1995-12-17,yabusgu01,2017-18,Boston Celtics,NBA,"$2,247,480"
Guerschon Yabusele,3 years,Boston Celtics,1995-12-17,yabusgu01,2018-19,Boston Celtics,NBA,"$2,667,600"
Guerschon Yabusele,3 years,Boston Celtics,1995-12-17,yabusgu01,2019-20,Boston Celtics,NBA,"$1,039,080"
Guerschon Yabusele,3 years,Boston Celtics,1995-12-17,yabusgu01,2020-21,Boston Celtics,NBA,"$1,039,080"
Guerschon Yabusele,3 years,Boston Celtics,1995-12-17,yabusgu01,2021-22,Boston Celtics,NBA,"$1,039,080"
Guerschon Yabusele,3 years,Philadelphia 76ers,1995-12-17,yabusgu01,2024-25,Philadelphia 76ers,NBA,"$2,087,519"
Guerschon Yabusele,3 years,(may be incomplete),1995-12-17,yabusgu01,Career,(may be incomplete),,"$10,119,839"
Precious Achiuwa,5 years,Miami Heat,1999-09-19,achiupr01,2020-21,Miami Heat,NBA,"$2,582,160"
Precious Achiuwa,5 years,Toronto Raptors,1999-09-19,achiupr01,2021-22,Toronto Raptors,NBA,"$2,711,280"
Precious Achiuwa,5 years,Toronto Raptors,1999-09-19,achiupr01,2022-23,Toronto Raptors,NBA,"$2,840,160"
Precious Achiuwa,5 years,New York Knicks,1999-09-19,achiupr01,2023-24,New York Knicks,NBA,"$4,379,527"
Precious Achiuwa,5 years,New York Knicks,1999-09-19,achiupr01,2024-25,New York Knicks,NBA,"$6,000,000"
Precious Achiuwa,5 years,(may be incomplete),1999-09-19,achiupr01,Career,(may be incomplete),,"$18,513,127"
OG Anunoby,8 years,Toronto Raptors,1997-07-17,anunoog01,2017-18,Toronto Raptors,NBA,"$1,645,200"
OG Anunoby,8 years,Toronto Raptors,1997-07-17,anunoog01,2018-19,Toronto Raptors,NBA,"$1,952,760"
OG Anunoby,8 years,Toronto Raptors,1997-07-17,anunoog01,2019-20,Toronto Raptors,NBA,"$2,281,800"
OG Anunoby,8 years,Toronto Raptors,1997-07-17,anunoog01,2020-21,Toronto Raptors,NBA,"$3,872,215"
OG Anunoby,8 years,Toronto Raptors,1997-07-17,anunoog01,2021-22,Toronto Raptors,NBA,"$16,071,429"
OG Anunoby,8 years,Toronto Raptors,1997-07-17,anunoog01,2022-23,Toronto Raptors,NBA,"$17,357,143"
OG Anunoby,8 years,New York Knicks,1997-07-17,anunoog01,2023-24,New York Knicks,NBA,"$18,642,857"
OG Anunoby,8 years,New York Knicks,1997-07-17,anunoog01,2024-25,New York Knicks,NBA,"$36,637,932"
OG Anunoby,8 years,(may be incomplete),1997-07-17,anunoog01,Career,(may be incomplete),,"$98,461,336"
MarJon Beauchamp,3 years,Milwaukee Bucks,2000-10-12,beaucma01,2022-23,Milwaukee Bucks,NBA,"$2,485,200"
MarJon Beauchamp,3 years,Milwaukee Bucks,2000-10-12,beaucma01,2023-24,Milwaukee Bucks,NBA,"$2,609,400"
MarJon Beauchamp,3 years,Los Angeles Clippers,2000-10-12,beaucma01,2024-25,Los Angeles Clippers,NBA,"$2,733,720"
MarJon Beauchamp,3 years,New York Knicks,2000-10-12,beaucma01,2024-25,New York Knicks,NBA,(TW)
MarJon Beauchamp,3 years,(may be incomplete),2000-10-12,beaucma01,Career,(may be incomplete),,"$7,828,320"
Mikal Bridges,7 years,Phoenix Suns,1996-08-30,bridgmi01,2018-19,Phoenix Suns,NBA,"$3,552,960"
Mikal Bridges,7 years,Phoenix Suns,1996-08-30,bridgmi01,2019-20,Phoenix Suns,NBA,"$4,161,000"
Mikal Bridges,7 years,Phoenix Suns,1996-08-30,bridgmi01,2020-21,Phoenix Suns,NBA,"$4,359,000"
Mikal Bridges,7 years,Phoenix Suns,1996-08-30,bridgmi01,2021-22,Phoenix Suns,NBA,"$5,557,725"
Mikal Bridges,7 years,Brooklyn Nets,1996-08-30,bridgmi01,2022-23,Brooklyn Nets,NBA,"$20,100,000"
Mikal Bridges,7 years,Brooklyn Nets,1996-08-30,bridgmi01,2023-24,Brooklyn Nets,NBA,"$21,700,000"
Mikal Bridges,7 years,New York Knicks,1996-08-30,bridgmi01,2024-25,New York Knicks,NBA,"$23,300,000"
Mikal Bridges,7 years,(may be incomplete),1996-08-30,bridgmi01,Career,(may be incomplete),,"$82,730,685"
Jalen Brunson,7 years,Dallas Mavericks,1996-08-31,brunsja01,2018-19,Dallas Mavericks,NBA,"$1,230,000"
Jalen Brunson,7 years,Dallas Mavericks,1996-08-31,brunsja01,2019-20,Dallas Mavericks,NBA,"$1,416,852"
Jalen Brunson,7 years,Dallas Mavericks,1996-08-31,brunsja01,2020-21,Dallas Mavericks,NBA,"$1,663,861"
Jalen Brunson,7 years,Dallas Mavericks,1996-08-31,brunsja01,2021-22,Dallas Mavericks,NBA,"$1,802,057"
Jalen Brunson,7 years,New York Knicks,1996-08-31,brunsja01,2022-23,New York Knicks,NBA,"$27,733,332"
Jalen Brunson,7 years,New York Knicks,1996-08-31,brunsja01,2023-24,New York Knicks,NBA,"$26,346,666"
Jalen Brunson,7 years,New York Knicks,1996-08-31,brunsja01,2024-25,New York Knicks,NBA,"$24,960,001"
Jalen Brunson,7 years,(may be incomplete),1996-08-31,brunsja01,Career,(may be incomplete),,"$85,152,769"
Pacome Dadiet,1 year,New York Knicks,2005-07-27,dadiepa01,2024-25,New York Knicks,NBA,"$1,808,080"
Pacome Dadiet,1 year,(may be incomplete),2005-07-27,dadiepa01,Career,(may be incomplete),,"$1,808,080"
Josh Hart,8 years,Los Angeles Lakers,1995-03-06,hartjo01,2017-18,Los Angeles Lakers,NBA,"$1,394,520"
Josh Hart,8 years,Los Angeles Lakers,1995-03-06,hartjo01,2018-19,Los Angeles Lakers,NBA,"$1,655,160"
Josh Hart,8 years,New Orleans Pelicans,1995-03-06,hartjo01,2019-20,New Orleans Pelicans,NBA,"$1,934,160"
Josh Hart,8 years,New Orleans Pelicans,1995-03-06,hartjo01,2020-21,New Orleans Pelicans,NBA,"$3,491,159"
Josh Hart,8 years,Portland Trail Blazers,1995-03-06,hartjo01,2021-22,Portland Trail Blazers,NBA,"$12,000,000"
Josh Hart,8 years,New York Knicks,1995-03-06,hartjo01,2022-23,New York Knicks,NBA,"$12,960,000"
Josh Hart,8 years,New York Knicks,1995-03-06,hartjo01,2023-24,New York Knicks,NBA,"$12,960,000"
Josh Hart,8 years,New York Knicks,1995-03-06,hartjo01,2024-25,New York Knicks,NBA,"$18,144,000"
Josh Hart,8 years,(may be incomplete),1995-03-06,hartjo01,Career,(may be incomplete),,"$64,538,999"
Ariel Hukporti,1 year,New York Knicks,2002-04-11,hukpoar01,2024-25,New York Knicks,NBA,"$1,064,049"
Ariel Hukporti,1 year,New York Knicks,2002-04-11,hukpoar01,2024-25,New York Knicks,NBA,(TW)
Ariel Hukporti,1 year,(may be incomplete),2002-04-11,hukpoar01,Career,(may be incomplete),,"$1,064,049"
Tyler Kolek,1 year,New York Knicks,2001-03-27,kolekty01,2024-25,New York Knicks,NBA,"$2,087,519"
Tyler Kolek,1 year,(may be incomplete),2001-03-27,kolekty01,Career,(may be incomplete),,"$2,087,519"
Miles McBride,4 years,New York Knicks,2000-09-08,mcbrimi01,2021-22,New York Knicks,NBA,"$925,258"
Miles McBride,4 years,New York Knicks,2000-09-08,mcbrimi01,2022-23,New York Knicks,NBA,"$1,563,518"
Miles McBride,4 years,New York Knicks,2000-09-08,mcbrimi01,2023-24,New York Knicks,NBA,"$1,836,096"
Miles McBride,4 years,New York Knicks,2000-09-08,mcbrimi01,2024-25,New York Knicks,NBA,"$4,710,144"
Miles McBride,4 years,(may be incomplete),2000-09-08,mcbrimi01,Career,(may be incomplete),,"$9,035,016"
Kevin McCullar Jr.,1 year,New York Knicks,2001-03-15,mcculke01,2024-25,New York Knicks,NBA,(TW)
Kevin McCullar Jr.,1 year,(may be incomplete),2001-03-15,mcculke01,Career,(may be incomplete),,
Cameron Payne,10 years,Oklahoma City Thunder,1994-08-08,payneca01,2015-16,Oklahoma City Thunder,NBA,"$2,021,520"
Cameron Payne,10 years,Chicago Bulls,1994-08-08,payneca01,2016-17,Chicago Bulls,NBA,"$2,112,480"
Cameron Payne,10 years,Chicago Bulls,1994-08-08,payneca01,2017-18,Chicago Bulls,NBA,"$2,203,440"
Cameron Payne,10 years,Chicago Bulls,1994-08-08,payneca01,2018-19,Chicago Bulls,NBA,"$3,263,295"
Cameron Payne,10 years,Cleveland Cavaliers,1994-08-08,payneca01,2018-19,Cleveland Cavaliers,NBA,"$177,062"
Cameron Payne,10 years,Phoenix Suns,1994-08-08,payneca01,2019-20,Phoenix Suns,NBA,"$196,288"
Cameron Payne,10 years,Toronto Raptors,1994-08-08,payneca01,2019-20,Toronto Raptors,NBA,"$150,000"
Cameron Payne,10 years,Phoenix Suns,1994-08-08,payneca01,2020-21,Phoenix Suns,NBA,"$1,977,011"
Cameron Payne,10 years,Phoenix Suns,1994-08-08,payneca01,2021-22,Phoenix Suns,NBA,"$6,500,000"
Cameron Payne,10 years,Phoenix Suns,1994-08-08,payneca01,2022-23,Phoenix Suns,NBA,"$6,000,000"
Cameron Payne,10 years,San Antonio Spurs,1994-08-08,payneca01,2023-24,San Antonio Spurs,NBA,"$6,500,000"
Cameron Payne,10 years,Philadelphia 76ers,1994-08-08,payneca01,2023-24,Philadelphia 76ers,NBA,"$2,019,706"
Cameron Payne,10 years,New York Knicks,1994-08-08,payneca01,2024-25,New York Knicks,NBA,"$2,087,519"
Cameron Payne,10 years,(may be incomplete),1994-08-08,payneca01,Career,(may be incomplete),,"$35,208,321"
Mitchell Robinson,7 years,New York Knicks,1998-04-01,robinmi01,2018-19,New York Knicks,NBA,"$1,485,440"
Mitchell Robinson,7 years,New York Knicks,1998-04-01,robinmi01,2019-20,New York Knicks,NBA,"$1,559,712"
Mitchell Robinson,7 years,New York Knicks,1998-04-01,robinmi01,2020-21,New York Knicks,NBA,"$1,663,861"
Mitchell Robinson,7 years,New York Knicks,1998-04-01,robinmi01,2021-22,New York Knicks,NBA,"$1,802,057"
Mitchell Robinson,7 years,New York Knicks,1998-04-01,robinmi01,2022-23,New York Knicks,NBA,"$17,045,454"
Mitchell Robinson,7 years,New York Knicks,1998-04-01,robinmi01,2023-24,New York Knicks,NBA,"$15,681,818"
Mitchell Robinson,7 years,New York Knicks,1998-04-01,robinmi01,2024-25,New York Knicks,NBA,"$14,318,182"
Mitchell Robinson,7 years,(may be incomplete),1998-04-01,robinmi01,Career,(may be incomplete),,"$53,556,524"
Matt Ryan,4 years,Boston Celtics,1997-04-17,ryanma01,2021-22,Boston Celtics,NBA,< $Minimum
Matt Ryan,4 years,Los Angeles Lakers,1997-04-17,ryanma01,2022-23,Los Angeles Lakers,NBA,"$442,439"
Matt Ryan,4 years,Minnesota Timberwolves,1997-04-17,ryanma01,2022-23,Minnesota Timberwolves,NBA,(TW)
Matt Ryan,4 years,New Orleans Pelicans,1997-04-17,ryanma01,2023-24,New Orleans Pelicans,NBA,"$1,500,000"
Matt Ryan,4 years,New Orleans Pelicans,1997-04-17,ryanma01,2023-24,New Orleans Pelicans,NBA,(TW)
Matt Ryan,4 years,New York Knicks,1997-04-17,ryanma01,2024-25,New York Knicks,NBA,"$621,439"
Matt Ryan,4 years,New York Knicks,1997-04-17,ryanma01,2024-25,New York Knicks,NBA,(TW)
Matt Ryan,4 years,(may be incomplete),1997-04-17,ryanma01,Career,(may be incomplete),,"$2,563,878"
Landry Shamet,7 years,Los Angeles Clippers,1997-03-13,shamela01,2018-19,Los Angeles Clippers,NBA,"$1,703,640"
Landry Shamet,7 years,Los Angeles Clippers,1997-03-13,shamela01,2019-20,Los Angeles Clippers,NBA,"$1,995,120"
Landry Shamet,7 years,Brooklyn Nets,1997-03-13,shamela01,2020-21,Brooklyn Nets,NBA,"$2,090,040"
Landry Shamet,7 years,Phoenix Suns,1997-03-13,shamela01,2021-22,Phoenix Suns,NBA,"$3,768,342"
Landry Shamet,7 years,Phoenix Suns,1997-03-13,shamela01,2022-23,Phoenix Suns,NBA,"$9,500,000"
Landry Shamet,7 years,Washington Wizards,1997-03-13,shamela01,2023-24,Washington Wizards,NBA,"$10,250,000"
Landry Shamet,7 years,New York Knicks,1997-03-13,shamela01,2024-25,New York Knicks,NBA,"$1,343,690"
Landry Shamet,7 years,(may be incomplete),1997-03-13,shamela01,Career,(may be incomplete),,"$30,650,832"
Jericho Sims,4 years,New York Knicks,1998-10-20,simsje01,2021-22,New York Knicks,NBA,< $Minimum
Jericho Sims,4 years,New York Knicks,1998-10-20,simsje01,2022-23,New York Knicks,NBA,"$1,639,842"
Jericho Sims,4 years,New York Knicks,1998-10-20,simsje01,2023-24,New York Knicks,NBA,"$1,927,896"
Jericho Sims,4 years,Milwaukee Bucks,1998-10-20,simsje01,2024-25,Milwaukee Bucks,NBA,"$2,092,344"
Jericho Sims,4 years,(may be incomplete),1998-10-20,simsje01,Career,(may be incomplete),,"$5,660,082"
Jacob Toppin,2 years,New York Knicks,2000-05-08,toppija01,2023-24,New York Knicks,NBA,"$64,343"
Jacob Toppin,2 years,New York Knicks,2000-05-08,toppija01,2023-24,New York Knicks,NBA,(TW)
Jacob Toppin,2 years,New York Knicks,2000-05-08,toppija01,2023-24,New York Knicks,NBA,(TW)
Jacob Toppin,2 years,Atlanta Hawks,2000-05-08,toppija01,2024-25,Atlanta Hawks,NBA,(TW)
Jacob Toppin,2 years,New York Knicks,2000-05-08,toppija01,2024-25,New York Knicks,NBA,(TW)
Jacob Toppin,2 years,(may be incomplete),2000-05-08,toppija01,Career,(may be incomplete),,"$64,343"
Karl-Anthony Towns,10 years,Minnesota Timberwolves,1995-11-15,townska01,2015-16,Minnesota Timberwolves,NBA,"$5,703,600"
Karl-Anthony Towns,10 years,Minnesota Timberwolves,1995-11-15,townska01,2016-17,Minnesota Timberwolves,NBA,"$5,960,160"
Karl-Anthony Towns,10 years,Minnesota Timberwolves,1995-11-15,townska01,2017-18,Minnesota Timberwolves,NBA,"$6,216,840"
Karl-Anthony Towns,10 years,Minnesota Timberwolves,1995-11-15,townska01,2018-19,Minnesota Timberwolves,NBA,"$7,839,435"
Karl-Anthony Towns,10 years,Minnesota Timberwolves,1995-11-15,townska01,2019-20,Minnesota Timberwolves,NBA,"$27,285,000"
Karl-Anthony Towns,10 years,Minnesota Timberwolves,1995-11-15,townska01,2020-21,Minnesota Timberwolves,NBA,"$29,467,800"
Karl-Anthony Towns,10 years,Minnesota Timberwolves,1995-11-15,townska01,2021-22,Minnesota Timberwolves,NBA,"$31,650,600"
Karl-Anthony Towns,10 years,Minnesota Timberwolves,1995-11-15,townska01,2022-23,Minnesota Timberwolves,NBA,"$33,833,400"
Karl-Anthony Towns,10 years,Minnesota Timberwolves,1995-11-15,townska01,2023-24,Minnesota Timberwolves,NBA,"$36,016,200"
Karl-Anthony Towns,10 years,New York Knicks,1995-11-15,townska01,2024-25,New York Knicks,NBA,"$49,205,800"
Karl-Anthony Towns,10 years,(may be incomplete),1995-11-15,townska01,Career,(may be incomplete),,"$233,178,835"
P.J. Tucker,14 years,Toronto Raptors,1985-05-05,tuckepj01,2006-07,Toronto Raptors,NBA,"$412,718"
P.J. Tucker,14 years,Phoenix Suns,1985-05-05,tuckepj01,2012-13,Phoenix Suns,NBA,"$762,195"
P.J. Tucker,14 years,Phoenix Suns,1985-05-05,tuckepj01,2013-14,Phoenix Suns,NBA,"$884,293"
P.J. Tucker,14 years,Phoenix Suns,1985-05-05,tuckepj01,2014-15,Phoenix Suns,NBA,"$5,700,000"
P.J. Tucker,14 years,Phoenix Suns,1985-05-05,tuckepj01,2015-16,Phoenix Suns,NBA,"$5,500,000"
P.J. Tucker,14 years,Toronto Raptors,1985-05-05,tuckepj01,2016-17,Toronto Raptors,NBA,"$5,300,000"
P.J. Tucker,14 years,Houston Rockets,1985-05-05,tuckepj01,2017-18,Houston Rockets,NBA,"$7,590,035"
P.J. Tucker,14 years,Houston Rockets,1985-05-05,tuckepj01,2018-19,Houston Rockets,NBA,"$7,969,537"
P.J. Tucker,14 years,Houston Rockets,1985-05-05,tuckepj01,2019-20,Houston Rockets,NBA,"$8,349,039"
P.J. Tucker,14 years,Milwaukee Bucks,1985-05-05,tuckepj01,2020-21,Milwaukee Bucks,NBA,"$7,969,537"
P.J. Tucker,14 years,Miami Heat,1985-05-05,tuckepj01,2021-22,Miami Heat,NBA,"$7,000,000"
P.J. Tucker,14 years,Philadelphia 76ers,1985-05-05,tuckepj01,2022-23,Philadelphia 76ers,NBA,"$10,490,000"
